characteristic,cluster1,cluster2,p.adj,conover_stat
d_10250017_spei12,1,4,0.3114248938439498,-0.7163931031368651
d_10250017_spei12,2,4,0.22397867073498157,-1.0419633618162776
d_10250017_spei12,3,4,0.09559923406801683,1.8639853361482794
d_10250017_spei12,1,5,0.3120749336034423,0.763851497947836
d_10250017_spei12,2,5,0.4063484092882461,0.39045830117788116
d_10250017_spei12,3,5,0.032841659939468346,2.7621935634111106
d_10250017_spei12,4,5,0.12545451008703262,1.6163587148599412
d_10250017_spei12,1,6,0.13366266873135235,1.6432681155116344
d_10250017_spei12,2,6,0.20126702747723801,1.3098752293023788
d_10250017_spei12,3,6,0.013846838872844852,3.256100114269359
d_10250017_spei12,4,6,0.039326496014910964,2.3695045392816696
d_10250017_spei12,5,6,0.24078818650399417,1.0430872169024148
d_10250017_spei12,1,7,0.39605114503123695,0.4666682496174977
d_10250017_spei12,2,7,0.45656076389254285,0.10923485322822811
d_10250017_spei12,3,7,0.03962348361987485,2.5553915012403112
d_10250017_spei12,4,7,0.1792465785404333,1.2718312907474185
d_10250017_spei12,5,7,0.4000060891750385,-0.30336312137276783
d_10250017_spei12,6,7,0.19132234055593567,-1.2843936396961046
d_10270101_spei12,1,2,0.3729043767828014,0.4694151060912942
d_10270101_spei12,1,3,0.05571831838854181,-2.1609860840970594
d_10270101_spei12,2,3,0.032059648775945804,-2.446230425937999
d_10270101_spei12,1,4,0.37515085354006117,-0.5145882920048809
d_10270101_spei12,2,4,0.23564908828416453,-1.0088916791865126
d_10270101_spei12,3,4,0.06979895131255828,1.9445282256478698
d_10270101_spei12,1,5,0.3492117502548074,0.6258000138618117
d_10270101_spei12,2,5,0.4781447900641096,0.11222658454457186
d_10270101_spei12,3,5,0.03299882353142598,2.62048648098899
d_10270101_spei12,4,5,0.1722121753237995,1.2485996069864398
d_10270101_spei12,1,6,0.0750386889502526,1.9712106988843192
d_10270101_spei12,2,6,0.1560001436679267,1.505493091423448
d_10270101_spei12,3,6,0.006940708721873659,3.4575221066927138
d_10270101_spei12,4,6,0.0293310419477011,2.5600916089674817
d_10270101_spei12,5,6,0.14317483636977515,1.4952801284913002
d_10270101_spei12,1,7,0.3622650769383113,0.6482758806162104
d_10270101_spei12,2,7,0.49255752334058944,0.13683374122552758
d_10270101_spei12,3,7,0.048073326530085926,2.630766661979125
d_10270101_spei12,4,7,0.18032758050115846,1.268355810363255
d_10270101_spei12,5,7,0.4890559677323324,0.027469082994136685
d_10270101_spei12,6,7,0.13754001010674938,-1.4662530401002964
d_10270205_spei12,1,2,0.35318235550087945,0.5662724421880257
d_10270205_spei12,1,3,0.04904105622607983,-2.2124480165155456
d_10270205_spei12,2,3,0.028934836610501998,-2.5649667172496597
d_10270205_spei12,1,4,0.4103082871804226,-0.3812786944701323
d_10270205_spei12,2,4,0.24232092682580678,-0.9904713984170277
d_10270205_spei12,3,4,0.05743766551996884,2.084977123030533
d_10270205_spei12,1,5,0.2888430734117353,0.8209177733741789
d_10270205_spei12,2,5,0.4658601162874044,0.1983243911428136
d_10270205_spei12,3,5,0.028924507060254474,2.8049560455207856
d_10270205_spei12,4,5,0.17633672550410137,1.3307333758711657
d_10270205_spei12,1,6,0.07604774061341703,1.9066732980717351
d_10270205_spei12,2,6,0.18412498376622455,1.3598260528541148
d_10270205_spei12,3,6,0.006963625431699399,3.456582317654245
d_10270205_spei12,4,6,0.03816088122365524,2.3809192181092538
d_10270205_spei12,5,6,0.18131178345662938,1.2652047758379963
d_10270205_spei12,1,7,0.3291921905309476,0.6731073071499538
d_10270205_spei12,2,7,0.4756640184052332,0.061112823812976606
d_10270205_spei12,3,7,0.026281822626237565,2.6998003897205463
d_10270205_spei12,4,7,0.20038273379435992,1.1582433058764974
d_10270205_spei12,5,7,0.46331997559205945,-0.14796435125018678
d_10270205_spei12,6,7,0.1974305782222395,-1.3794860716431574
d_10270103_spei12,1,2,0.3659681168940559,0.48614814216192803
d_10270103_spei12,1,3,0.08040331340724047,-1.9410599031646112
d_10270103_spei12,2,3,0.05452403386520694,-2.242810085400617
d_10270103_spei12,1,4,0.37501559116005306,-0.5149021941683048
d_10270103_spei12,2,4,0.22892939849032257,-1.0277966982282685
d_10270103_spei12,3,4,0.11587281051789863,1.7125583970447094
d_10270103_spei12,1,5,0.24235719851683213,0.9440790550693808
d_10270103_spei12,2,5,0.3625964456559412,0.39851430406694777
d_10270103_spei12,3,5,0.033752796888103,2.6125146001276542
d_10270103_spei12,4,5,0.11429318782283245,1.6102919621769687
d_10270103_spei12,1,6,0.07334845228524302,2.047020141907926
d_10270103_spei12,2,6,0.1137955424440795,1.5645253023738748
d_10270103_spei12,3,6,0.011462907274337129,3.312138019531099
d_10270103_spei12,4,6,0.04647862417424207,2.642601902757823
d_10270103_spei12,5,6,0.16897944043170737,1.3056338208601195
d_10270103_spei12,1,7,0.3825109296529044,0.550052118763553
d_10270103_spei12,2,7,0.4896721695665328,0.025922082524530744
d_10270103_spei12,3,7,0.05295354562719536,2.341112261263199
d_10270103_spei12,4,7,0.20067144892297945,1.1573655882998024
d_10270103_spei12,5,7,0.379989774825183,-0.40267544652665244
d_10270103_spei12,6,7,0.12296820400824975,-1.6262933428800939
d_10270102_spei12,1,2,0.36479363159394845,0.5387750124073296
d_10270102_spei12,1,3,0.08178993818006627,-1.9335428452773227
d_10270102_spei12,2,3,0.050551612410623024,-2.272603365367038
d_10270102_spei12,1,4,0.37175400317488827,-0.47218103275769546
d_10270102_spei12,2,4,0.22261584897706232,-1.0458999707386751
d_10270102_spei12,3,4,0.11118004337116899,1.732265999000485
d_10270102_spei12,1,5,0.29160808980817365,0.8139875084788292
d_10270102_spei12,2,5,0.4564771037873379,0.22010380082160114
d_10270102_spei12,3,5,0.04409554066726767,2.5167586414323853
d_10270102_spei12,4,5,0.1379971604608513,1.4179181464651833
d_10270102_spei12,1,6,0.06752885645441498,2.0817606731039433
d_10270102_spei12,2,6,0.12804857188604496,1.552967868064843
d_10270102_spei12,3,6,0.01074383405854442,3.3311849589526368
d_10270102_spei12,4,6,0.04611959472241837,2.6453167885143993
d_10270102_spei12,5,6,0.14166960636551695,1.4505347647368017
d_10270102_spei12,1,7,0.33611509763424186,0.6565821318992294
d_10270102_spei12,2,7,0.47071281980725016,0.07356698514861533
d_10270102_spei12,3,7,0.04464471747850455,2.405899416563169
d_10270102_spei12,4,7,0.1766211288394709,1.2337891641140863
d_10270102_spei12,5,7,0.45918353365042663,-0.15796795365588914
d_10270102_spei12,6,7,0.13702398296422752,-1.572091882910917
r_m_share,1,2,0.34330745774577165,-0.44897242470142484
r_m_share,1,3,0.4405486659428698,0.14976222152582377
r_m_share,2,3,0.355613008336613,0.46350062659955804
r_m_share,1,4,0.07115774145157658,1.79225042198472
r_m_share,2,4,0.03414698883062271,2.195017245701652
r_m_share,3,4,0.22249501704538796,1.0012900412117587
r_m_share,1,5,0.00657934172409495,3.0598042334214504
r_m_share,2,5,0.003009994142159887,3.3818686179341517
r_m_share,3,5,0.05900148840999227,1.9202674403726834
r_m_share,4,5,0.09724289438559863,1.5999172324797413
r_m_share,1,6,0.0035662237671759424,3.4497470439289364
r_m_share,2,6,0.0026340303367369884,3.7257709440137146
r_m_share,3,6,0.027207871796743218,2.4394573416126635
r_m_share,4,6,0.03135844235719823,2.275544616630513
r_m_share,5,6,0.21979986789977052,0.9664665716332719
r_m_share,1,7,0.03448915632787873,2.2905332336389144
r_m_share,2,7,0.018373561460597328,2.6467284059930636
r_m_share,3,7,0.12112758537777206,1.405032111140227
r_m_share,4,7,0.2694324361203787,0.7371131670884263
r_m_share,5,7,0.27015510591510306,-0.7781004631946634
r_m_share,6,7,0.09098933854625933,-1.5931123576569939
